Start Time, Oct. 25, 2018 at 04:04:54 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 1204.93
Real Time (s), 1210.19
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
343, 171.5, 129
344, 172, 131
345, 172.5, 122
346, 173, 124
347, 173.5, 120
348, 174, 125
349, 174.5, 98
350, 175, 114
351, 175.5, 111
352, 176, 135
353, 176.5, 110
354, 177, 127
355, 177.5, 139
356, 178, 131
357, 178.5, 124
358, 179, 136
359, 179.5, 107
360, 180, 100
361, 180.5, 113
362, 181, 95
363, 181.5, 108
364, 182, 109
365, 182.5, 124
366, 183, 109
367, 183.5, 96
368, 184, 124
369, 184.5, 106
370, 185, 117
371, 185.5, 129
372, 186, 102
373, 186.5, 120
374, 187, 107
375, 187.5, 117
376, 188, 102
377, 188.5, 106
378, 189, 116
379, 189.5, 102
380, 190, 103
381, 190.5, 104
382, 191, 90
383, 191.5, 99
384, 192, 91
385, 192.5, 119
386, 193, 125
387, 193.5, 184
388, 194, 255
389, 194.5, 125
390, 195, 89
391, 195.5, 70
392, 196, 99
393, 196.5, 99
394, 197, 124
395, 197.5, 98
396, 198, 98
397, 198.5, 83
398, 199, 83
399, 199.5, 78
400, 200, 85
401, 200.5, 88
402, 201, 105
403, 201.5, 75
404, 202, 95
405, 202.5, 84
406, 203, 84
407, 203.5, 81
408, 204, 75
409, 204.5, 99
410, 205, 82
411, 205.5, 101
412, 206, 114
413, 206.5, 101
414, 207, 83
415, 207.5, 76
416, 208, 90
417, 208.5, 73
418, 209, 93
419, 209.5, 82
420, 210, 84
421, 210.5, 93
422, 211, 88
423, 211.5, 77
424, 212, 75
425, 212.5, 80
426, 213, 79
427, 213.5, 76
428, 214, 83
429, 214.5, 74
430, 215, 97
431, 215.5, 93
432, 216, 75
433, 216.5, 76
434, 217, 99
435, 217.5, 98
436, 218, 87
437, 218.5, 86
438, 219, 88
439, 219.5, 86
440, 220, 89
441, 220.5, 69
442, 221, 70
443, 221.5, 94
444, 222, 163
445, 222.5, 121
446, 223, 68
447, 223.5, 78
448, 224, 72
449, 224.5, 63
450, 225, 71
451, 225.5, 70
452, 226, 67
453, 226.5, 53
454, 227, 78
455, 227.5, 68
456, 228, 70
457, 228.5, 69
458, 229, 66
459, 229.5, 72
460, 230, 77
461, 230.5, 145
462, 231, 371
463, 231.5, 207
464, 232, 75
465, 232.5, 55
466, 233, 63
467, 233.5, 84
468, 234, 76
469, 234.5, 65
470, 235, 56
471, 235.5, 62
472, 236, 72
473, 236.5, 69
474, 237, 71
475, 237.5, 66
476, 238, 65
477, 238.5, 52
478, 239, 79
479, 239.5, 67
480, 240, 70
481, 240.5, 56
482, 241, 73
483, 241.5, 59
484, 242, 59
485, 242.5, 69
486, 243, 51
487, 243.5, 61
488, 244, 67
489, 244.5, 80
490, 245, 62
491, 245.5, 66
492, 246, 67
493, 246.5, 66
494, 247, 83
495, 247.5, 65
496, 248, 59
497, 248.5, 43
498, 249, 71
499, 249.5, 56
500, 250, 57
501, 250.5, 62
502, 251, 52
503, 251.5, 60
504, 252, 56
505, 252.5, 59
506, 253, 48
507, 253.5, 57
508, 254, 63
509, 254.5, 53
510, 255, 50
511, 255.5, 52
512, 256, 58
513, 256.5, 55
514, 257, 50
515, 257.5, 59
516, 258, 43
517, 258.5, 61
518, 259, 63
519, 259.5, 45
520, 260, 57
521, 260.5, 51
522, 261, 52
523, 261.5, 45
524, 262, 47
525, 262.5, 56
526, 263, 67
527, 263.5, 44
528, 264, 58
529, 264.5, 61
530, 265, 48
531, 265.5, 51
532, 266, 59
533, 266.5, 59
534, 267, 60
535, 267.5, 56
536, 268, 61
537, 268.5, 72
538, 269, 71
539, 269.5, 48
540, 270, 46
541, 270.5, 51
542, 271, 39
543, 271.5, 42
544, 272, 54
545, 272.5, 40
546, 273, 34
547, 273.5, 42
548, 274, 52
549, 274.5, 60
550, 275, 56
551, 275.5, 59
552, 276, 39
553, 276.5, 39
554, 277, 47
555, 277.5, 36
556, 278, 72
557, 278.5, 42
558, 279, 47
559, 279.5, 54
560, 280, 49
561, 280.5, 39
562, 281, 43
563, 281.5, 48
564, 282, 45
565, 282.5, 43
566, 283, 40
567, 283.5, 49
568, 284, 50
569, 284.5, 56
570, 285, 59
571, 285.5, 46
572, 286, 42
573, 286.5, 40
574, 287, 55
575, 287.5, 46
576, 288, 57
577, 288.5, 44
578, 289, 50
579, 289.5, 49
580, 290, 51
581, 290.5, 56
582, 291, 44
583, 291.5, 41
584, 292, 51
585, 292.5, 49
586, 293, 29
587, 293.5, 40
588, 294, 47
589, 294.5, 34
590, 295, 41
591, 295.5, 48
592, 296, 39
593, 296.5, 48
594, 297, 39
595, 297.5, 45
596, 298, 40
597, 298.5, 32
598, 299, 48
599, 299.5, 45
600, 300, 33
601, 300.5, 46
602, 301, 47
603, 301.5, 37
604, 302, 38
605, 302.5, 39
606, 303, 47
607, 303.5, 64
608, 304, 77
609, 304.5, 57
610, 305, 46
611, 305.5, 40
612, 306, 39
613, 306.5, 37
614, 307, 38
615, 307.5, 40
616, 308, 42
617, 308.5, 47
618, 309, 46
619, 309.5, 40
620, 310, 34
621, 310.5, 34
622, 311, 36
623, 311.5, 35
624, 312, 29
625, 312.5, 43
626, 313, 47
627, 313.5, 42
628, 314, 29
629, 314.5, 50
630, 315, 38
631, 315.5, 54
632, 316, 48
633, 316.5, 36
634, 317, 33
635, 317.5, 39
636, 318, 35
637, 318.5, 47
638, 319, 45
639, 319.5, 44
640, 320, 24
641, 320.5, 47
642, 321, 46
643, 321.5, 37
644, 322, 52
645, 322.5, 43
646, 323, 35
647, 323.5, 34
648, 324, 44
649, 324.5, 41
650, 325, 38
651, 325.5, 27
652, 326, 42
653, 326.5, 40
654, 327, 42
655, 327.5, 31
656, 328, 30
657, 328.5, 38
658, 329, 35
659, 329.5, 34
660, 330, 43
661, 330.5, 38
662, 331, 33
663, 331.5, 29
664, 332, 32
665, 332.5, 33
666, 333, 25
667, 333.5, 32
668, 334, 37
669, 334.5, 54
670, 335, 92
671, 335.5, 97
672, 336, 58
673, 336.5, 56
674, 337, 34
675, 337.5, 34
676, 338, 33
677, 338.5, 32
678, 339, 29
679, 339.5, 32
680, 340, 33
681, 340.5, 40
682, 341, 33
683, 341.5, 29
684, 342, 39
685, 342.5, 26
686, 343, 41
687, 343.5, 25
688, 344, 38
689, 344.5, 29
690, 345, 31
691, 345.5, 28
692, 346, 27
693, 346.5, 40
694, 347, 32
695, 347.5, 40
696, 348, 43
697, 348.5, 34
698, 349, 29
699, 349.5, 29
700, 350, 33
701, 350.5, 21
702, 351, 37
703, 351.5, 34
704, 352, 47
705, 352.5, 34
706, 353, 37
707, 353.5, 23
708, 354, 31
709, 354.5, 30
710, 355, 25
711, 355.5, 35
712, 356, 33
713, 356.5, 27
714, 357, 39
715, 357.5, 26
716, 358, 25
717, 358.5, 36
718, 359, 39
719, 359.5, 25
720, 360, 34
721, 360.5, 34
722, 361, 19
723, 361.5, 30
724, 362, 35
725, 362.5, 41
726, 363, 25
727, 363.5, 30
728, 364, 33
729, 364.5, 29
730, 365, 29
731, 365.5, 27
732, 366, 30
733, 366.5, 26
734, 367, 30
735, 367.5, 27
736, 368, 36
737, 368.5, 32
738, 369, 40
739, 369.5, 40
740, 370, 25
741, 370.5, 40
742, 371, 28
743, 371.5, 29
744, 372, 28
745, 372.5, 34
746, 373, 27
747, 373.5, 49
748, 374, 29
749, 374.5, 19
750, 375, 30
751, 375.5, 27
752, 376, 25
753, 376.5, 29
754, 377, 22
755, 377.5, 33
756, 378, 21
757, 378.5, 40
758, 379, 33
759, 379.5, 36
760, 380, 45
761, 380.5, 22
762, 381, 38
763, 381.5, 24
764, 382, 41
765, 382.5, 133
766, 383, 182
767, 383.5, 75
768, 384, 24
769, 384.5, 27
770, 385, 21
771, 385.5, 30
772, 386, 35
773, 386.5, 31
774, 387, 30
775, 387.5, 23
