Start Time, Nov. 19, 2018 at 04:22:47 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 165281.41
Real Time (s), 165856.62
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
2628, 1314, 110
2629, 1314.5, 107
2630, 1315, 100
2631, 1315.5, 125
2632, 1316, 115
2633, 1316.5, 88
2634, 1317, 126
2635, 1317.5, 117
2636, 1318, 112
2637, 1318.5, 106
2638, 1319, 134
2639, 1319.5, 118
2640, 1320, 114
2641, 1320.5, 117
2642, 1321, 126
2643, 1321.5, 121
2644, 1322, 111
2645, 1322.5, 121
2646, 1323, 123
2647, 1323.5, 112
2648, 1324, 100
2649, 1324.5, 81
2650, 1325, 98
2651, 1325.5, 116
2652, 1326, 121
2653, 1326.5, 124
2654, 1327, 117
2655, 1327.5, 96
2656, 1328, 109
2657, 1328.5, 113
2658, 1329, 115
2659, 1329.5, 97
2660, 1330, 135
2661, 1330.5, 131
2662, 1331, 108
2663, 1331.5, 101
2664, 1332, 120
2665, 1332.5, 111
2666, 1333, 113
2667, 1333.5, 111
2668, 1334, 105
2669, 1334.5, 122
2670, 1335, 107
2671, 1335.5, 115
2672, 1336, 117
2673, 1336.5, 109
2674, 1337, 102
2675, 1337.5, 106
2676, 1338, 111
2677, 1338.5, 109
2678, 1339, 107
2679, 1339.5, 90
2680, 1340, 118
2681, 1340.5, 114
2682, 1341, 101
2683, 1341.5, 108
2684, 1342, 109
2685, 1342.5, 109
2686, 1343, 136
2687, 1343.5, 113
2688, 1344, 102
2689, 1344.5, 107
2690, 1345, 127
2691, 1345.5, 116
2692, 1346, 114
2693, 1346.5, 128
2694, 1347, 106
2695, 1347.5, 115
2696, 1348, 116
2697, 1348.5, 112
2698, 1349, 114
2699, 1349.5, 83
2700, 1350, 115
2701, 1350.5, 112
2702, 1351, 117
2703, 1351.5, 117
2704, 1352, 96
2705, 1352.5, 131
2706, 1353, 107
2707, 1353.5, 111
2708, 1354, 116
2709, 1354.5, 77
2710, 1355, 109
2711, 1355.5, 102
2712, 1356, 100
2713, 1356.5, 107
2714, 1357, 106
2715, 1357.5, 116
2716, 1358, 112
2717, 1358.5, 109
2718, 1359, 98
2719, 1359.5, 116
2720, 1360, 110
2721, 1360.5, 132
2722, 1361, 133
2723, 1361.5, 124
2724, 1362, 115
2725, 1362.5, 114
2726, 1363, 91
2727, 1363.5, 107
2728, 1364, 93
2729, 1364.5, 126
2730, 1365, 113
2731, 1365.5, 116
2732, 1366, 108
2733, 1366.5, 113
2734, 1367, 133
2735, 1367.5, 113
2736, 1368, 116
2737, 1368.5, 102
2738, 1369, 98
2739, 1369.5, 93
2740, 1370, 109
2741, 1370.5, 129
2742, 1371, 115
2743, 1371.5, 109
2744, 1372, 108
2745, 1372.5, 101
2746, 1373, 116
2747, 1373.5, 104
2748, 1374, 122
2749, 1374.5, 96
2750, 1375, 114
2751, 1375.5, 108
2752, 1376, 105
2753, 1376.5, 106
2754, 1377, 148
2755, 1377.5, 139
2756, 1378, 247
2757, 1378.5, 390
2758, 1379, 641
2759, 1379.5, 800
2760, 1380, 747
2761, 1380.5, 565
2762, 1381, 323
2763, 1381.5, 193
2764, 1382, 145
2765, 1382.5, 115
2766, 1383, 121
2767, 1383.5, 132
2768, 1384, 134
2769, 1384.5, 140
2770, 1385, 108
2771, 1385.5, 98
2772, 1386, 105
2773, 1386.5, 116
2774, 1387, 124
2775, 1387.5, 131
2776, 1388, 120
2777, 1388.5, 179
2778, 1389, 304
2779, 1389.5, 351
2780, 1390, 283
2781, 1390.5, 189
2782, 1391, 126
2783, 1391.5, 128
2784, 1392, 101
2785, 1392.5, 120
2786, 1393, 109
2787, 1393.5, 114
2788, 1394, 117
2789, 1394.5, 95
2790, 1395, 101
2791, 1395.5, 111
2792, 1396, 91
2793, 1396.5, 109
2794, 1397, 101
2795, 1397.5, 111
2796, 1398, 107
2797, 1398.5, 107
2798, 1399, 106
2799, 1399.5, 93
2800, 1400, 111
2801, 1400.5, 115
2802, 1401, 89
2803, 1401.5, 100
2804, 1402, 78
2805, 1402.5, 113
2806, 1403, 123
2807, 1403.5, 109
2808, 1404, 105
2809, 1404.5, 99
2810, 1405, 112
2811, 1405.5, 104
2812, 1406, 83
2813, 1406.5, 124
2814, 1407, 96
2815, 1407.5, 105
2816, 1408, 94
2817, 1408.5, 112
2818, 1409, 125
2819, 1409.5, 93
2820, 1410, 114
2821, 1410.5, 112
2822, 1411, 137
2823, 1411.5, 83
2824, 1412, 116
2825, 1412.5, 105
2826, 1413, 106
2827, 1413.5, 118
2828, 1414, 112
2829, 1414.5, 107
2830, 1415, 134
2831, 1415.5, 98
2832, 1416, 105
2833, 1416.5, 115
2834, 1417, 117
2835, 1417.5, 106
2836, 1418, 91
2837, 1418.5, 85
2838, 1419, 110
2839, 1419.5, 126
2840, 1420, 132
2841, 1420.5, 126
2842, 1421, 102
2843, 1421.5, 141
2844, 1422, 107
2845, 1422.5, 112
2846, 1423, 109
2847, 1423.5, 121
2848, 1424, 128
2849, 1424.5, 118
2850, 1425, 110
2851, 1425.5, 101
2852, 1426, 104
2853, 1426.5, 108
2854, 1427, 114
2855, 1427.5, 91
2856, 1428, 108
2857, 1428.5, 123
2858, 1429, 117
2859, 1429.5, 120
2860, 1430, 89
2861, 1430.5, 106
2862, 1431, 122
2863, 1431.5, 100
2864, 1432, 109
2865, 1432.5, 102
2866, 1433, 113
2867, 1433.5, 125
2868, 1434, 118
2869, 1434.5, 120
2870, 1435, 139
2871, 1435.5, 130
2872, 1436, 105
2873, 1436.5, 111
2874, 1437, 122
2875, 1437.5, 112
2876, 1438, 118
2877, 1438.5, 110
2878, 1439, 112
2879, 1439.5, 111
2880, 1440, 101
2881, 1440.5, 116
2882, 1441, 123
2883, 1441.5, 120
2884, 1442, 112
2885, 1442.5, 123
2886, 1443, 123
2887, 1443.5, 135
2888, 1444, 193
2889, 1444.5, 421
2890, 1445, 832
2891, 1445.5, 1134
2892, 1446, 890
2893, 1446.5, 410
2894, 1447, 183
2895, 1447.5, 123
2896, 1448, 128
2897, 1448.5, 125
2898, 1449, 98
2899, 1449.5, 114
2900, 1450, 113
2901, 1450.5, 109
2902, 1451, 116
2903, 1451.5, 101
2904, 1452, 111
2905, 1452.5, 102
2906, 1453, 112
2907, 1453.5, 114
2908, 1454, 111
2909, 1454.5, 118
2910, 1455, 119
2911, 1455.5, 121
2912, 1456, 108
2913, 1456.5, 138
2914, 1457, 134
2915, 1457.5, 107
2916, 1458, 126
2917, 1458.5, 114
2918, 1459, 133
2919, 1459.5, 94
2920, 1460, 111
2921, 1460.5, 117
2922, 1461, 120
2923, 1461.5, 123
2924, 1462, 113
2925, 1462.5, 101
2926, 1463, 120
2927, 1463.5, 129
2928, 1464, 134
2929, 1464.5, 112
2930, 1465, 114
2931, 1465.5, 90
2932, 1466, 117
2933, 1466.5, 98
2934, 1467, 114
2935, 1467.5, 131
2936, 1468, 125
2937, 1468.5, 106
2938, 1469, 117
2939, 1469.5, 112
2940, 1470, 108
2941, 1470.5, 132
2942, 1471, 133
2943, 1471.5, 130
2944, 1472, 120
2945, 1472.5, 127
2946, 1473, 112
2947, 1473.5, 122
2948, 1474, 130
2949, 1474.5, 110
2950, 1475, 117
2951, 1475.5, 115
2952, 1476, 125
2953, 1476.5, 131
2954, 1477, 124
2955, 1477.5, 136
2956, 1478, 124
2957, 1478.5, 117
2958, 1479, 125
2959, 1479.5, 124
2960, 1480, 105
2961, 1480.5, 130
2962, 1481, 108
2963, 1481.5, 139
2964, 1482, 111
2965, 1482.5, 125
2966, 1483, 111
2967, 1483.5, 136
2968, 1484, 125
2969, 1484.5, 138
2970, 1485, 105
2971, 1485.5, 110
2972, 1486, 128
2973, 1486.5, 117
2974, 1487, 143
2975, 1487.5, 107
2976, 1488, 134
2977, 1488.5, 104
2978, 1489, 119
2979, 1489.5, 97
2980, 1490, 119
2981, 1490.5, 128
2982, 1491, 112
2983, 1491.5, 119
2984, 1492, 140
2985, 1492.5, 131
2986, 1493, 106
2987, 1493.5, 124
2988, 1494, 116
2989, 1494.5, 128
2990, 1495, 115
2991, 1495.5, 140
2992, 1496, 125
2993, 1496.5, 124
2994, 1497, 128
2995, 1497.5, 105
2996, 1498, 118
2997, 1498.5, 148
2998, 1499, 134
2999, 1499.5, 115
3000, 1500, 119
3001, 1500.5, 120
3002, 1501, 114
3003, 1501.5, 125
3004, 1502, 124
3005, 1502.5, 124
3006, 1503, 136
3007, 1503.5, 165
3008, 1504, 204
3009, 1504.5, 167
3010, 1505, 138
3011, 1505.5, 139
3012, 1506, 126
3013, 1506.5, 149
3014, 1507, 129
3015, 1507.5, 123
3016, 1508, 121
3017, 1508.5, 132
3018, 1509, 124
3019, 1509.5, 125
3020, 1510, 143
3021, 1510.5, 126
3022, 1511, 123
3023, 1511.5, 136
3024, 1512, 139
3025, 1512.5, 121
3026, 1513, 109
3027, 1513.5, 129
3028, 1514, 113
3029, 1514.5, 134
3030, 1515, 133
3031, 1515.5, 127
3032, 1516, 134
3033, 1516.5, 140
3034, 1517, 135
3035, 1517.5, 140
3036, 1518, 143
3037, 1518.5, 137
3038, 1519, 139
3039, 1519.5, 125
3040, 1520, 131
3041, 1520.5, 116
3042, 1521, 120
3043, 1521.5, 151
3044, 1522, 139
3045, 1522.5, 136
3046, 1523, 125
3047, 1523.5, 123
3048, 1524, 140
3049, 1524.5, 144
3050, 1525, 138
3051, 1525.5, 128
3052, 1526, 152
3053, 1526.5, 141
3054, 1527, 143
3055, 1527.5, 126
3056, 1528, 131
3057, 1528.5, 149
3058, 1529, 141
3059, 1529.5, 155
3060, 1530, 135
3061, 1530.5, 130
3062, 1531, 130
3063, 1531.5, 153
3064, 1532, 137
3065, 1532.5, 142
3066, 1533, 125
3067, 1533.5, 112
3068, 1534, 160
3069, 1534.5, 107
3070, 1535, 145
3071, 1535.5, 143
3072, 1536, 156
3073, 1536.5, 129
3074, 1537, 124
3075, 1537.5, 141
3076, 1538, 139
3077, 1538.5, 138
3078, 1539, 148
3079, 1539.5, 148
3080, 1540, 166
3081, 1540.5, 137
3082, 1541, 141
3083, 1541.5, 141
3084, 1542, 132
3085, 1542.5, 135
3086, 1543, 134
3087, 1543.5, 143
3088, 1544, 130
3089, 1544.5, 144
3090, 1545, 135
3091, 1545.5, 143
3092, 1546, 179
3093, 1546.5, 144
3094, 1547, 139
3095, 1547.5, 148
3096, 1548, 146
3097, 1548.5, 160
3098, 1549, 163
3099, 1549.5, 138
3100, 1550, 154
3101, 1550.5, 151
3102, 1551, 154
3103, 1551.5, 156
3104, 1552, 139
3105, 1552.5, 126
3106, 1553, 149
3107, 1553.5, 159
3108, 1554, 135
3109, 1554.5, 158
3110, 1555, 152
3111, 1555.5, 175
3112, 1556, 160
3113, 1556.5, 132
3114, 1557, 142
3115, 1557.5, 122
3116, 1558, 143
3117, 1558.5, 126
3118, 1559, 136
3119, 1559.5, 146
3120, 1560, 174
3121, 1560.5, 131
3122, 1561, 108
3123, 1561.5, 119
3124, 1562, 108
3125, 1562.5, 111
3126, 1563, 116
3127, 1563.5, 117
3128, 1564, 102
3129, 1564.5, 104
3130, 1565, 102
3131, 1565.5, 106
3132, 1566, 119
3133, 1566.5, 99
3134, 1567, 99
3135, 1567.5, 128
3136, 1568, 113
3137, 1568.5, 83
3138, 1569, 117
3139, 1569.5, 102
3140, 1570, 89
3141, 1570.5, 85
3142, 1571, 90
3143, 1571.5, 102
3144, 1572, 90
3145, 1572.5, 107
3146, 1573, 94
3147, 1573.5, 94
3148, 1574, 105
3149, 1574.5, 110
3150, 1575, 84
3151, 1575.5, 91
3152, 1576, 103
3153, 1576.5, 90
3154, 1577, 90
3155, 1577.5, 100
3156, 1578, 106
3157, 1578.5, 90
3158, 1579, 102
3159, 1579.5, 112
3160, 1580, 104
3161, 1580.5, 94
3162, 1581, 106
3163, 1581.5, 97
3164, 1582, 97
3165, 1582.5, 80
3166, 1583, 91
3167, 1583.5, 95
3168, 1584, 89
3169, 1584.5, 81
3170, 1585, 85
3171, 1585.5, 82
3172, 1586, 93
3173, 1586.5, 98
3174, 1587, 92
3175, 1587.5, 87
3176, 1588, 89
3177, 1588.5, 93
3178, 1589, 84
3179, 1589.5, 83
3180, 1590, 99
3181, 1590.5, 80
3182, 1591, 100
3183, 1591.5, 79
3184, 1592, 103
3185, 1592.5, 80
3186, 1593, 75
3187, 1593.5, 86
3188, 1594, 65
3189, 1594.5, 97
3190, 1595, 85
3191, 1595.5, 85
3192, 1596, 95
3193, 1596.5, 79
3194, 1597, 88
3195, 1597.5, 78
3196, 1598, 89
3197, 1598.5, 78
3198, 1599, 78
3199, 1599.5, 82
3200, 1600, 84
3201, 1600.5, 79
3202, 1601, 61
3203, 1601.5, 78
3204, 1602, 87
3205, 1602.5, 85
3206, 1603, 92
3207, 1603.5, 102
3208, 1604, 164
3209, 1604.5, 305
3210, 1605, 351
3211, 1605.5, 315
3212, 1606, 203
3213, 1606.5, 83
3214, 1607, 88
3215, 1607.5, 65
3216, 1608, 90
3217, 1608.5, 75
3218, 1609, 85
3219, 1609.5, 74
3220, 1610, 66
3221, 1610.5, 57
3222, 1611, 70
3223, 1611.5, 63
3224, 1612, 68
3225, 1612.5, 54
3226, 1613, 72
3227, 1613.5, 66
3228, 1614, 54
3229, 1614.5, 85
3230, 1615, 82
3231, 1615.5, 63
3232, 1616, 65
3233, 1616.5, 60
3234, 1617, 70
3235, 1617.5, 50
3236, 1618, 62
3237, 1618.5, 68
3238, 1619, 55
3239, 1619.5, 65
3240, 1620, 55
3241, 1620.5, 44
3242, 1621, 50
3243, 1621.5, 71
3244, 1622, 47
3245, 1622.5, 54
3246, 1623, 58
3247, 1623.5, 57
3248, 1624, 61
3249, 1624.5, 51
3250, 1625, 44
3251, 1625.5, 53
3252, 1626, 53
3253, 1626.5, 58
3254, 1627, 36
3255, 1627.5, 53
3256, 1628, 43
3257, 1628.5, 54
3258, 1629, 45
3259, 1629.5, 34
3260, 1630, 54
3261, 1630.5, 50
3262, 1631, 59
3263, 1631.5, 43
3264, 1632, 41
3265, 1632.5, 42
3266, 1633, 53
3267, 1633.5, 56
3268, 1634, 36
3269, 1634.5, 44
3270, 1635, 42
3271, 1635.5, 32
3272, 1636, 29
3273, 1636.5, 42
3274, 1637, 43
3275, 1637.5, 37
3276, 1638, 34
3277, 1638.5, 39
3278, 1639, 43
3279, 1639.5, 36
3280, 1640, 39
3281, 1640.5, 49
3282, 1641, 20
3283, 1641.5, 41
3284, 1642, 31
3285, 1642.5, 37
3286, 1643, 25
3287, 1643.5, 41
3288, 1644, 34
3289, 1644.5, 41
3290, 1645, 27
3291, 1645.5, 31
3292, 1646, 43
3293, 1646.5, 26
3294, 1647, 27
3295, 1647.5, 32
3296, 1648, 19
3297, 1648.5, 36
3298, 1649, 29
3299, 1649.5, 38
3300, 1650, 34
3301, 1650.5, 22
3302, 1651, 24
3303, 1651.5, 32
3304, 1652, 30
3305, 1652.5, 27
3306, 1653, 26
3307, 1653.5, 33
3308, 1654, 27
3309, 1654.5, 31
3310, 1655, 31
3311, 1655.5, 34
3312, 1656, 24
3313, 1656.5, 36
3314, 1657, 24
3315, 1657.5, 26
3316, 1658, 30
3317, 1658.5, 33
3318, 1659, 28
3319, 1659.5, 29
3320, 1660, 17
3321, 1660.5, 20
3322, 1661, 20
3323, 1661.5, 23
3324, 1662, 26
3325, 1662.5, 24
3326, 1663, 18
3327, 1663.5, 32
3328, 1664, 28
3329, 1664.5, 20
3330, 1665, 22
3331, 1665.5, 23
3332, 1666, 18
3333, 1666.5, 19
3334, 1667, 27
3335, 1667.5, 27
3336, 1668, 29
3337, 1668.5, 20
3338, 1669, 25
3339, 1669.5, 19
3340, 1670, 32
3341, 1670.5, 20
3342, 1671, 23
3343, 1671.5, 24
3344, 1672, 23
3345, 1672.5, 21
3346, 1673, 28
3347, 1673.5, 23
3348, 1674, 24
3349, 1674.5, 21
3350, 1675, 25
3351, 1675.5, 22
3352, 1676, 26
3353, 1676.5, 29
3354, 1677, 21
3355, 1677.5, 17
3356, 1678, 20
3357, 1678.5, 18
3358, 1679, 23
3359, 1679.5, 23
3360, 1680, 16
3361, 1680.5, 23
3362, 1681, 17
3363, 1681.5, 29
3364, 1682, 22
3365, 1682.5, 27
3366, 1683, 22
3367, 1683.5, 24
3368, 1684, 29
3369, 1684.5, 21
3370, 1685, 25
3371, 1685.5, 13
3372, 1686, 24
3373, 1686.5, 17
3374, 1687, 20
3375, 1687.5, 20
3376, 1688, 17
3377, 1688.5, 20
3378, 1689, 13
3379, 1689.5, 24
3380, 1690, 22
3381, 1690.5, 30
3382, 1691, 32
3383, 1691.5, 19
3384, 1692, 23
3385, 1692.5, 14
3386, 1693, 27
3387, 1693.5, 21
3388, 1694, 24
3389, 1694.5, 23
3390, 1695, 28
3391, 1695.5, 18
3392, 1696, 26
3393, 1696.5, 20
3394, 1697, 17
3395, 1697.5, 19
3396, 1698, 24
3397, 1698.5, 21
3398, 1699, 28
3399, 1699.5, 28
3400, 1700, 27
3401, 1700.5, 23
3402, 1701, 17
3403, 1701.5, 16
3404, 1702, 15
3405, 1702.5, 20
3406, 1703, 27
3407, 1703.5, 17
3408, 1704, 21
3409, 1704.5, 29
3410, 1705, 29
3411, 1705.5, 24
3412, 1706, 21
3413, 1706.5, 19
3414, 1707, 34
3415, 1707.5, 27
3416, 1708, 26
3417, 1708.5, 38
3418, 1709, 34
3419, 1709.5, 37
3420, 1710, 31
3421, 1710.5, 30
3422, 1711, 33
3423, 1711.5, 34
3424, 1712, 78
3425, 1712.5, 218
3426, 1713, 756
3427, 1713.5, 2356
3428, 1714, 4914
3429, 1714.5, 6539
3430, 1715, 5148
3431, 1715.5, 2508
3432, 1716, 696
3433, 1716.5, 103
3434, 1717, 22
3435, 1717.5, 10
3436, 1718, 11
3437, 1718.5, 14
3438, 1719, 10
3439, 1719.5, 24
3440, 1720, 21
3441, 1720.5, 12
3442, 1721, 7
3443, 1721.5, 6
3444, 1722, 6
3445, 1722.5, 2
3446, 1723, 9
3447, 1723.5, 10
3448, 1724, 7
3449, 1724.5, 6
3450, 1725, 7
3451, 1725.5, 4
3452, 1726, 5
3453, 1726.5, 9
3454, 1727, 10
3455, 1727.5, 8
3456, 1728, 8
3457, 1728.5, 5
3458, 1729, 6
3459, 1729.5, 6
3460, 1730, 10
3461, 1730.5, 7
3462, 1731, 9
3463, 1731.5, 8
3464, 1732, 8
3465, 1732.5, 13
3466, 1733, 8
3467, 1733.5, 7
3468, 1734, 9
3469, 1734.5, 11
3470, 1735, 6
3471, 1735.5, 5
3472, 1736, 7
3473, 1736.5, 7
3474, 1737, 9
3475, 1737.5, 9
3476, 1738, 13
3477, 1738.5, 5
3478, 1739, 11
3479, 1739.5, 7
3480, 1740, 13
3481, 1740.5, 8
3482, 1741, 16
3483, 1741.5, 8
3484, 1742, 4
3485, 1742.5, 9
3486, 1743, 6
3487, 1743.5, 6
3488, 1744, 12
3489, 1744.5, 5
3490, 1745, 6
3491, 1745.5, 4
3492, 1746, 9
3493, 1746.5, 5
3494, 1747, 10
3495, 1747.5, 7
3496, 1748, 5
3497, 1748.5, 7
3498, 1749, 10
3499, 1749.5, 4
3500, 1750, 6
3501, 1750.5, 7
3502, 1751, 13
3503, 1751.5, 7
3504, 1752, 4
3505, 1752.5, 4
3506, 1753, 12
3507, 1753.5, 13
3508, 1754, 10
3509, 1754.5, 5
3510, 1755, 8
3511, 1755.5, 5
3512, 1756, 3
3513, 1756.5, 10
3514, 1757, 9
3515, 1757.5, 9
3516, 1758, 6
3517, 1758.5, 7
3518, 1759, 6
3519, 1759.5, 4
3520, 1760, 10
3521, 1760.5, 6
3522, 1761, 12
3523, 1761.5, 6
3524, 1762, 14
3525, 1762.5, 7
3526, 1763, 6
3527, 1763.5, 10
3528, 1764, 8
3529, 1764.5, 8
3530, 1765, 7
3531, 1765.5, 6
3532, 1766, 11
3533, 1766.5, 18
3534, 1767, 11
3535, 1767.5, 7
3536, 1768, 9
3537, 1768.5, 15
3538, 1769, 11
3539, 1769.5, 7
3540, 1770, 3
3541, 1770.5, 10
3542, 1771, 8
3543, 1771.5, 6
3544, 1772, 7
3545, 1772.5, 9
3546, 1773, 6
3547, 1773.5, 16
3548, 1774, 13
3549, 1774.5, 6
3550, 1775, 3
3551, 1775.5, 5
3552, 1776, 9
3553, 1776.5, 8
3554, 1777, 2
3555, 1777.5, 7
3556, 1778, 10
3557, 1778.5, 8
3558, 1779, 5
3559, 1779.5, 9
3560, 1780, 3
3561, 1780.5, 7
3562, 1781, 5
3563, 1781.5, 8
3564, 1782, 5
3565, 1782.5, 8
3566, 1783, 5
3567, 1783.5, 7
3568, 1784, 9
3569, 1784.5, 5
3570, 1785, 7
3571, 1785.5, 2
3572, 1786, 10
3573, 1786.5, 6
3574, 1787, 7
3575, 1787.5, 6
3576, 1788, 2
3577, 1788.5, 9
3578, 1789, 3
3579, 1789.5, 7
3580, 1790, 9
3581, 1790.5, 6
3582, 1791, 6
3583, 1791.5, 7
3584, 1792, 4
3585, 1792.5, 8
3586, 1793, 6
3587, 1793.5, 2
3588, 1794, 5
3589, 1794.5, 8
3590, 1795, 4
3591, 1795.5, 7
3592, 1796, 10
3593, 1796.5, 8
3594, 1797, 6
3595, 1797.5, 5
3596, 1798, 11
3597, 1798.5, 6
3598, 1799, 7
3599, 1799.5, 4
3600, 1800, 8
3601, 1800.5, 9
3602, 1801, 12
3603, 1801.5, 9
3604, 1802, 6
3605, 1802.5, 1
3606, 1803, 9
3607, 1803.5, 2
3608, 1804, 6
3609, 1804.5, 3
3610, 1805, 5
3611, 1805.5, 6
3612, 1806, 3
3613, 1806.5, 6
3614, 1807, 7
3615, 1807.5, 9
3616, 1808, 4
3617, 1808.5, 6
3618, 1809, 10
3619, 1809.5, 9
3620, 1810, 11
3621, 1810.5, 5
3622, 1811, 8
3623, 1811.5, 8
3624, 1812, 9
3625, 1812.5, 12
3626, 1813, 4
3627, 1813.5, 5
3628, 1814, 6
3629, 1814.5, 5
3630, 1815, 3
3631, 1815.5, 10
3632, 1816, 10
3633, 1816.5, 12
3634, 1817, 10
3635, 1817.5, 5
3636, 1818, 9
3637, 1818.5, 5
3638, 1819, 9
3639, 1819.5, 5
3640, 1820, 7
3641, 1820.5, 7
3642, 1821, 7
3643, 1821.5, 8
3644, 1822, 4
3645, 1822.5, 4
3646, 1823, 7
3647, 1823.5, 6
3648, 1824, 10
3649, 1824.5, 7
3650, 1825, 5
3651, 1825.5, 13
3652, 1826, 8
3653, 1826.5, 6
3654, 1827, 12
3655, 1827.5, 6
3656, 1828, 4
3657, 1828.5, 2
3658, 1829, 6
3659, 1829.5, 11
3660, 1830, 2
3661, 1830.5, 9
3662, 1831, 5
3663, 1831.5, 3
3664, 1832, 12
3665, 1832.5, 6
3666, 1833, 4
3667, 1833.5, 5
3668, 1834, 3
3669, 1834.5, 7
3670, 1835, 11
3671, 1835.5, 11
3672, 1836, 8
3673, 1836.5, 7
3674, 1837, 6
3675, 1837.5, 5
3676, 1838, 5
3677, 1838.5, 6
3678, 1839, 12
3679, 1839.5, 5
3680, 1840, 6
3681, 1840.5, 9
3682, 1841, 4
3683, 1841.5, 7
3684, 1842, 7
3685, 1842.5, 5
3686, 1843, 6
3687, 1843.5, 5
3688, 1844, 5
3689, 1844.5, 6
3690, 1845, 7
3691, 1845.5, 6
3692, 1846, 4
3693, 1846.5, 8
3694, 1847, 7
3695, 1847.5, 2
3696, 1848, 0
3697, 1848.5, 3
3698, 1849, 9
3699, 1849.5, 9
3700, 1850, 6
3701, 1850.5, 6
3702, 1851, 8
3703, 1851.5, 6
3704, 1852, 6
3705, 1852.5, 4
3706, 1853, 13
3707, 1853.5, 9
3708, 1854, 6
3709, 1854.5, 6
3710, 1855, 2
3711, 1855.5, 4
3712, 1856, 6
3713, 1856.5, 12
3714, 1857, 9
3715, 1857.5, 4
3716, 1858, 6
3717, 1858.5, 5
3718, 1859, 3
3719, 1859.5, 5
3720, 1860, 5
3721, 1860.5, 8
3722, 1861, 8
3723, 1861.5, 5
3724, 1862, 8
3725, 1862.5, 6
3726, 1863, 5
3727, 1863.5, 5
3728, 1864, 8
3729, 1864.5, 4
3730, 1865, 11
3731, 1865.5, 6
3732, 1866, 3
3733, 1866.5, 9
3734, 1867, 7
3735, 1867.5, 8
3736, 1868, 8
3737, 1868.5, 6
3738, 1869, 6
3739, 1869.5, 4
3740, 1870, 5
3741, 1870.5, 6
3742, 1871, 4
3743, 1871.5, 3
3744, 1872, 7
3745, 1872.5, 7
3746, 1873, 8
3747, 1873.5, 6
3748, 1874, 2
3749, 1874.5, 8
3750, 1875, 7
3751, 1875.5, 9
3752, 1876, 9
3753, 1876.5, 10
3754, 1877, 11
3755, 1877.5, 8
3756, 1878, 10
3757, 1878.5, 3
3758, 1879, 6
3759, 1879.5, 3
3760, 1880, 7
3761, 1880.5, 3
3762, 1881, 13
3763, 1881.5, 4
3764, 1882, 9
3765, 1882.5, 6
3766, 1883, 7
3767, 1883.5, 11
3768, 1884, 8
3769, 1884.5, 6
3770, 1885, 7
3771, 1885.5, 7
3772, 1886, 7
3773, 1886.5, 2
3774, 1887, 8
3775, 1887.5, 5
3776, 1888, 5
3777, 1888.5, 8
3778, 1889, 8
3779, 1889.5, 10
3780, 1890, 9
3781, 1890.5, 1
3782, 1891, 8
3783, 1891.5, 3
3784, 1892, 5
3785, 1892.5, 7
3786, 1893, 6
3787, 1893.5, 8
3788, 1894, 8
3789, 1894.5, 7
3790, 1895, 6
3791, 1895.5, 6
3792, 1896, 8
3793, 1896.5, 5
3794, 1897, 7
3795, 1897.5, 11
3796, 1898, 5
3797, 1898.5, 6
3798, 1899, 5
3799, 1899.5, 5
3800, 1900, 6
3801, 1900.5, 7
3802, 1901, 5
3803, 1901.5, 8
3804, 1902, 8
3805, 1902.5, 2
3806, 1903, 6
3807, 1903.5, 10
3808, 1904, 4
3809, 1904.5, 8
3810, 1905, 3
3811, 1905.5, 6
3812, 1906, 5
3813, 1906.5, 8
3814, 1907, 2
3815, 1907.5, 5
3816, 1908, 6
3817, 1908.5, 8
3818, 1909, 2
3819, 1909.5, 8
3820, 1910, 9
3821, 1910.5, 6
3822, 1911, 7
3823, 1911.5, 4
3824, 1912, 6
3825, 1912.5, 9
3826, 1913, 6
3827, 1913.5, 5
3828, 1914, 5
3829, 1914.5, 11
3830, 1915, 5
3831, 1915.5, 8
3832, 1916, 8
3833, 1916.5, 9
3834, 1917, 11
3835, 1917.5, 4
3836, 1918, 8
3837, 1918.5, 9
3838, 1919, 6
3839, 1919.5, 8
3840, 1920, 6
3841, 1920.5, 6
3842, 1921, 3
3843, 1921.5, 6
3844, 1922, 4
3845, 1922.5, 3
3846, 1923, 2
3847, 1923.5, 10
3848, 1924, 5
3849, 1924.5, 5
3850, 1925, 3
3851, 1925.5, 3
3852, 1926, 3
3853, 1926.5, 8
3854, 1927, 6
3855, 1927.5, 5
3856, 1928, 9
3857, 1928.5, 2
3858, 1929, 9
3859, 1929.5, 2
3860, 1930, 5
3861, 1930.5, 4
3862, 1931, 5
3863, 1931.5, 5
3864, 1932, 8
3865, 1932.5, 11
3866, 1933, 6
3867, 1933.5, 4
3868, 1934, 7
3869, 1934.5, 2
3870, 1935, 3
3871, 1935.5, 9
3872, 1936, 3
3873, 1936.5, 6
3874, 1937, 11
3875, 1937.5, 7
3876, 1938, 8
3877, 1938.5, 5
3878, 1939, 5
3879, 1939.5, 8
3880, 1940, 10
3881, 1940.5, 8
3882, 1941, 4
3883, 1941.5, 10
3884, 1942, 7
3885, 1942.5, 5
3886, 1943, 5
3887, 1943.5, 8
3888, 1944, 8
