Start Time, Nov. 19, 2018 at 04:22:47 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 165281.41
Real Time (s), 165856.62
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1313, 656.5, 1137
1314, 657, 1338
1315, 657.5, 1050
1316, 658, 1023
1317, 658.5, 940
1318, 659, 902
1319, 659.5, 968
1320, 660, 979
1321, 660.5, 933
1322, 661, 926
1323, 661.5, 978
1324, 662, 1000
1325, 662.5, 991
1326, 663, 956
1327, 663.5, 940
1328, 664, 954
1329, 664.5, 931
1330, 665, 894
1331, 665.5, 922
1332, 666, 904
1333, 666.5, 920
1334, 667, 974
1335, 667.5, 964
1336, 668, 926
1337, 668.5, 960
1338, 669, 948
1339, 669.5, 938
1340, 670, 941
1341, 670.5, 979
1342, 671, 930
1343, 671.5, 954
1344, 672, 978
1345, 672.5, 931
1346, 673, 910
1347, 673.5, 928
1348, 674, 966
1349, 674.5, 898
1350, 675, 952
1351, 675.5, 950
1352, 676, 934
1353, 676.5, 948
1354, 677, 965
1355, 677.5, 973
1356, 678, 1022
1357, 678.5, 937
1358, 679, 952
1359, 679.5, 968
1360, 680, 926
1361, 680.5, 924
1362, 681, 963
1363, 681.5, 917
1364, 682, 950
1365, 682.5, 925
1366, 683, 922
1367, 683.5, 889
1368, 684, 961
1369, 684.5, 950
1370, 685, 920
1371, 685.5, 915
1372, 686, 970
1373, 686.5, 915
1374, 687, 957
1375, 687.5, 947
1376, 688, 928
1377, 688.5, 937
1378, 689, 987
1379, 689.5, 930
1380, 690, 1040
1381, 690.5, 1012
1382, 691, 939
1383, 691.5, 953
1384, 692, 948
1385, 692.5, 932
1386, 693, 976
1387, 693.5, 926
1388, 694, 956
1389, 694.5, 937
1390, 695, 948
1391, 695.5, 927
1392, 696, 898
1393, 696.5, 932
1394, 697, 951
1395, 697.5, 930
1396, 698, 950
1397, 698.5, 914
1398, 699, 925
1399, 699.5, 957
1400, 700, 901
1401, 700.5, 864
1402, 701, 942
1403, 701.5, 976
1404, 702, 1005
1405, 702.5, 1011
1406, 703, 932
1407, 703.5, 906
1408, 704, 934
1409, 704.5, 876
1410, 705, 951
1411, 705.5, 943
1412, 706, 896
1413, 706.5, 971
1414, 707, 993
1415, 707.5, 1078
1416, 708, 1067
1417, 708.5, 1030
1418, 709, 929
1419, 709.5, 917
1420, 710, 918
1421, 710.5, 918
1422, 711, 912
1423, 711.5, 956
1424, 712, 960
1425, 712.5, 948
1426, 713, 934
1427, 713.5, 1004
1428, 714, 910
1429, 714.5, 948
1430, 715, 948
1431, 715.5, 946
1432, 716, 920
1433, 716.5, 963
1434, 717, 942
1435, 717.5, 978
1436, 718, 971
1437, 718.5, 983
1438, 719, 1011
1439, 719.5, 1002
1440, 720, 952
1441, 720.5, 943
1442, 721, 922
1443, 721.5, 943
1444, 722, 928
1445, 722.5, 961
1446, 723, 992
1447, 723.5, 992
1448, 724, 964
1449, 724.5, 935
1450, 725, 905
1451, 725.5, 952
1452, 726, 908
1453, 726.5, 923
1454, 727, 937
1455, 727.5, 956
1456, 728, 1083
1457, 728.5, 1063
1458, 729, 997
1459, 729.5, 902
1460, 730, 907
1461, 730.5, 982
1462, 731, 933
1463, 731.5, 955
1464, 732, 936
1465, 732.5, 947
1466, 733, 977
1467, 733.5, 986
1468, 734, 1524
1469, 734.5, 3729
1470, 735, 5518
1471, 735.5, 3448
1472, 736, 1339
1473, 736.5, 988
1474, 737, 969
1475, 737.5, 929
1476, 738, 950
1477, 738.5, 913
1478, 739, 900
1479, 739.5, 888
1480, 740, 910
1481, 740.5, 900
1482, 741, 943
1483, 741.5, 944
1484, 742, 876
1485, 742.5, 929
1486, 743, 965
1487, 743.5, 996
1488, 744, 1005
1489, 744.5, 966
1490, 745, 922
1491, 745.5, 965
1492, 746, 930
1493, 746.5, 900
1494, 747, 896
1495, 747.5, 947
1496, 748, 940
1497, 748.5, 947
1498, 749, 960
1499, 749.5, 877
1500, 750, 940
1501, 750.5, 938
1502, 751, 964
1503, 751.5, 972
1504, 752, 927
1505, 752.5, 959
1506, 753, 933
1507, 753.5, 931
1508, 754, 974
1509, 754.5, 947
1510, 755, 908
1511, 755.5, 954
1512, 756, 975
1513, 756.5, 983
1514, 757, 1051
1515, 757.5, 1356
1516, 758, 1377
1517, 758.5, 1140
1518, 759, 975
1519, 759.5, 948
1520, 760, 900
1521, 760.5, 927
1522, 761, 906
1523, 761.5, 949
1524, 762, 899
1525, 762.5, 958
1526, 763, 924
1527, 763.5, 1009
1528, 764, 952
1529, 764.5, 983
1530, 765, 965
1531, 765.5, 986
1532, 766, 952
1533, 766.5, 952
1534, 767, 956
1535, 767.5, 935
1536, 768, 1007
1537, 768.5, 936
1538, 769, 1003
1539, 769.5, 934
1540, 770, 922
1541, 770.5, 924
1542, 771, 913
1543, 771.5, 930
1544, 772, 999
1545, 772.5, 998
1546, 773, 939
1547, 773.5, 981
1548, 774, 990
1549, 774.5, 979
1550, 775, 1017
1551, 775.5, 1023
1552, 776, 1042
1553, 776.5, 985
1554, 777, 958
1555, 777.5, 969
1556, 778, 1000
1557, 778.5, 1006
1558, 779, 995
1559, 779.5, 999
1560, 780, 942
1561, 780.5, 966
1562, 781, 959
1563, 781.5, 983
1564, 782, 954
1565, 782.5, 940
1566, 783, 979
1567, 783.5, 984
1568, 784, 972
1569, 784.5, 1004
1570, 785, 972
1571, 785.5, 969
1572, 786, 1030
1573, 786.5, 998
1574, 787, 1014
1575, 787.5, 984
1576, 788, 979
1577, 788.5, 985
1578, 789, 1002
1579, 789.5, 1009
1580, 790, 1021
1581, 790.5, 1017
1582, 791, 1027
1583, 791.5, 1096
1584, 792, 1119
1585, 792.5, 1116
1586, 793, 1090
1587, 793.5, 974
1588, 794, 1043
1589, 794.5, 1008
1590, 795, 1011
1591, 795.5, 999
1592, 796, 991
1593, 796.5, 1020
1594, 797, 1016
1595, 797.5, 992
1596, 798, 1027
1597, 798.5, 1035
1598, 799, 1023
1599, 799.5, 998
1600, 800, 1026
1601, 800.5, 1047
1602, 801, 987
1603, 801.5, 994
1604, 802, 1045
1605, 802.5, 999
1606, 803, 1035
1607, 803.5, 1004
1608, 804, 1033
1609, 804.5, 1004
1610, 805, 1021
1611, 805.5, 1025
1612, 806, 1035
1613, 806.5, 1062
1614, 807, 1002
1615, 807.5, 1040
1616, 808, 1044
1617, 808.5, 1031
1618, 809, 1058
1619, 809.5, 973
1620, 810, 1097
1621, 810.5, 1004
1622, 811, 1111
1623, 811.5, 1687
1624, 812, 2496
1625, 812.5, 2471
1626, 813, 1429
1627, 813.5, 1087
1628, 814, 944
1629, 814.5, 918
1630, 815, 894
1631, 815.5, 924
1632, 816, 897
1633, 816.5, 889
1634, 817, 909
1635, 817.5, 956
1636, 818, 991
1637, 818.5, 898
1638, 819, 822
1639, 819.5, 811
1640, 820, 836
1641, 820.5, 821
1642, 821, 801
1643, 821.5, 835
1644, 822, 826
1645, 822.5, 849
1646, 823, 791
1647, 823.5, 788
1648, 824, 776
1649, 824.5, 758
1650, 825, 747
1651, 825.5, 755
1652, 826, 765
1653, 826.5, 709
1654, 827, 749
1655, 827.5, 749
1656, 828, 767
1657, 828.5, 759
1658, 829, 762
1659, 829.5, 743
1660, 830, 672
1661, 830.5, 705
1662, 831, 701
1663, 831.5, 800
1664, 832, 717
1665, 832.5, 704
1666, 833, 760
1667, 833.5, 686
1668, 834, 781
1669, 834.5, 651
1670, 835, 799
1671, 835.5, 1058
1672, 836, 1358
1673, 836.5, 1129
1674, 837, 802
1675, 837.5, 663
1676, 838, 713
1677, 838.5, 675
1678, 839, 711
1679, 839.5, 771
1680, 840, 1051
1681, 840.5, 1094
1682, 841, 854
1683, 841.5, 685
1684, 842, 686
1685, 842.5, 634
1686, 843, 733
1687, 843.5, 702
1688, 844, 668
1689, 844.5, 677
1690, 845, 732
1691, 845.5, 642
1692, 846, 628
1693, 846.5, 664
1694, 847, 609
1695, 847.5, 625
1696, 848, 636
1697, 848.5, 650
1698, 849, 631
1699, 849.5, 686
1700, 850, 620
1701, 850.5, 631
1702, 851, 645
1703, 851.5, 591
1704, 852, 596
1705, 852.5, 592
1706, 853, 623
1707, 853.5, 614
1708, 854, 620
1709, 854.5, 665
1710, 855, 614
1711, 855.5, 621
1712, 856, 618
1713, 856.5, 664
1714, 857, 627
1715, 857.5, 580
1716, 858, 560
1717, 858.5, 601
1718, 859, 575
1719, 859.5, 585
1720, 860, 600
1721, 860.5, 593
1722, 861, 575
1723, 861.5, 591
1724, 862, 616
1725, 862.5, 555
1726, 863, 572
1727, 863.5, 544
1728, 864, 566
1729, 864.5, 523
1730, 865, 541
1731, 865.5, 558
1732, 866, 566
1733, 866.5, 514
1734, 867, 578
1735, 867.5, 522
1736, 868, 535
1737, 868.5, 529
1738, 869, 537
1739, 869.5, 530
1740, 870, 578
1741, 870.5, 550
1742, 871, 502
1743, 871.5, 494
1744, 872, 525
1745, 872.5, 540
1746, 873, 532
1747, 873.5, 552
1748, 874, 493
1749, 874.5, 498
1750, 875, 505
1751, 875.5, 466
1752, 876, 551
1753, 876.5, 495
1754, 877, 514
1755, 877.5, 458
1756, 878, 503
1757, 878.5, 466
1758, 879, 495
1759, 879.5, 475
1760, 880, 452
1761, 880.5, 475
1762, 881, 454
1763, 881.5, 462
1764, 882, 455
1765, 882.5, 473
1766, 883, 466
1767, 883.5, 502
1768, 884, 480
1769, 884.5, 449
1770, 885, 465
1771, 885.5, 429
1772, 886, 445
1773, 886.5, 426
1774, 887, 451
1775, 887.5, 452
1776, 888, 441
1777, 888.5, 454
1778, 889, 433
1779, 889.5, 451
1780, 890, 440
1781, 890.5, 435
1782, 891, 453
1783, 891.5, 444
1784, 892, 429
1785, 892.5, 412
1786, 893, 443
1787, 893.5, 430
1788, 894, 427
1789, 894.5, 402
1790, 895, 422
1791, 895.5, 417
1792, 896, 450
1793, 896.5, 417
1794, 897, 395
1795, 897.5, 398
1796, 898, 412
1797, 898.5, 435
1798, 899, 394
1799, 899.5, 399
1800, 900, 404
1801, 900.5, 400
1802, 901, 396
1803, 901.5, 447
1804, 902, 368
1805, 902.5, 493
1806, 903, 837
1807, 903.5, 1384
1808, 904, 1370
1809, 904.5, 804
1810, 905, 444
1811, 905.5, 363
1812, 906, 380
1813, 906.5, 337
1814, 907, 373
1815, 907.5, 444
1816, 908, 464
1817, 908.5, 595
1818, 909, 603
1819, 909.5, 491
1820, 910, 362
1821, 910.5, 361
1822, 911, 423
1823, 911.5, 383
1824, 912, 383
1825, 912.5, 345
1826, 913, 365
1827, 913.5, 396
1828, 914, 405
1829, 914.5, 387
1830, 915, 437
1831, 915.5, 389
1832, 916, 362
1833, 916.5, 375
1834, 917, 358
1835, 917.5, 386
1836, 918, 408
1837, 918.5, 465
1838, 919, 690
1839, 919.5, 708
1840, 920, 559
1841, 920.5, 386
1842, 921, 344
1843, 921.5, 361
1844, 922, 438
1845, 922.5, 450
1846, 923, 755
1847, 923.5, 1039
1848, 924, 856
1849, 924.5, 513
1850, 925, 409
1851, 925.5, 370
1852, 926, 371
1853, 926.5, 367
1854, 927, 387
1855, 927.5, 364
1856, 928, 350
1857, 928.5, 393
1858, 929, 342
1859, 929.5, 366
1860, 930, 372
1861, 930.5, 349
1862, 931, 377
1863, 931.5, 385
1864, 932, 383
1865, 932.5, 347
1866, 933, 381
1867, 933.5, 398
1868, 934, 364
1869, 934.5, 357
1870, 935, 395
1871, 935.5, 388
1872, 936, 389
1873, 936.5, 345
1874, 937, 354
1875, 937.5, 363
1876, 938, 382
1877, 938.5, 392
1878, 939, 356
1879, 939.5, 382
1880, 940, 375
1881, 940.5, 349
1882, 941, 342
1883, 941.5, 375
1884, 942, 358
1885, 942.5, 355
1886, 943, 384
1887, 943.5, 402
1888, 944, 364
1889, 944.5, 366
1890, 945, 361
1891, 945.5, 349
1892, 946, 350
1893, 946.5, 353
1894, 947, 363
1895, 947.5, 358
1896, 948, 356
1897, 948.5, 348
1898, 949, 371
1899, 949.5, 352
1900, 950, 394
1901, 950.5, 381
1902, 951, 331
1903, 951.5, 364
1904, 952, 427
1905, 952.5, 340
1906, 953, 400
1907, 953.5, 380
1908, 954, 382
1909, 954.5, 372
1910, 955, 375
1911, 955.5, 415
1912, 956, 478
1913, 956.5, 761
1914, 957, 3168
1915, 957.5, 14604
1916, 958, 35267
1917, 958.5, 38251
1918, 959, 17461
1919, 959.5, 3405
1920, 960, 460
1921, 960.5, 250
1922, 961, 208
1923, 961.5, 269
1924, 962, 234
1925, 962.5, 250
1926, 963, 307
1927, 963.5, 310
1928, 964, 281
1929, 964.5, 248
1930, 965, 252
1931, 965.5, 246
1932, 966, 234
1933, 966.5, 198
1934, 967, 234
1935, 967.5, 232
1936, 968, 252
1937, 968.5, 233
1938, 969, 206
1939, 969.5, 236
1940, 970, 229
1941, 970.5, 234
1942, 971, 223
1943, 971.5, 241
1944, 972, 238
1945, 972.5, 246
1946, 973, 229
1947, 973.5, 228
1948, 974, 249
1949, 974.5, 238
1950, 975, 232
1951, 975.5, 228
1952, 976, 225
1953, 976.5, 249
1954, 977, 229
1955, 977.5, 228
1956, 978, 233
1957, 978.5, 218
1958, 979, 212
1959, 979.5, 250
1960, 980, 241
1961, 980.5, 298
1962, 981, 426
1963, 981.5, 455
1964, 982, 329
1965, 982.5, 283
1966, 983, 235
1967, 983.5, 234
1968, 984, 278
1969, 984.5, 335
1970, 985, 367
1971, 985.5, 278
1972, 986, 260
1973, 986.5, 210
1974, 987, 237
1975, 987.5, 214
1976, 988, 229
1977, 988.5, 237
1978, 989, 260
1979, 989.5, 572
1980, 990, 747
1981, 990.5, 653
1982, 991, 354
1983, 991.5, 260
1984, 992, 273
1985, 992.5, 305
1986, 993, 285
1987, 993.5, 231
1988, 994, 251
1989, 994.5, 225
1990, 995, 228
1991, 995.5, 224
1992, 996, 218
1993, 996.5, 233
1994, 997, 223
1995, 997.5, 211
1996, 998, 235
1997, 998.5, 203
1998, 999, 215
1999, 999.5, 212
2000, 1000, 212
2001, 1000.5, 214
2002, 1001, 215
2003, 1001.5, 247
2004, 1002, 223
2005, 1002.5, 213
2006, 1003, 224
2007, 1003.5, 256
2008, 1004, 230
2009, 1004.5, 240
2010, 1005, 210
2011, 1005.5, 198
2012, 1006, 203
2013, 1006.5, 220
2014, 1007, 217
2015, 1007.5, 218
2016, 1008, 238
2017, 1008.5, 258
2018, 1009, 356
2019, 1009.5, 327
2020, 1010, 263
2021, 1010.5, 200
2022, 1011, 224
2023, 1011.5, 217
2024, 1012, 286
2025, 1012.5, 297
2026, 1013, 256
2027, 1013.5, 208
2028, 1014, 223
2029, 1014.5, 196
2030, 1015, 200
2031, 1015.5, 201
2032, 1016, 211
2033, 1016.5, 192
2034, 1017, 207
2035, 1017.5, 187
2036, 1018, 196
2037, 1018.5, 189
2038, 1019, 213
2039, 1019.5, 209
2040, 1020, 208
2041, 1020.5, 198
2042, 1021, 239
2043, 1021.5, 247
2044, 1022, 211
2045, 1022.5, 213
2046, 1023, 184
2047, 1023.5, 196
2048, 1024, 178
2049, 1024.5, 188
2050, 1025, 174
2051, 1025.5, 179
2052, 1026, 173
2053, 1026.5, 192
2054, 1027, 180
2055, 1027.5, 187
2056, 1028, 163
2057, 1028.5, 213
2058, 1029, 194
2059, 1029.5, 202
2060, 1030, 182
2061, 1030.5, 170
2062, 1031, 174
2063, 1031.5, 184
2064, 1032, 192
2065, 1032.5, 170
2066, 1033, 187
2067, 1033.5, 187
2068, 1034, 177
2069, 1034.5, 204
2070, 1035, 176
2071, 1035.5, 208
2072, 1036, 251
2073, 1036.5, 357
2074, 1037, 304
2075, 1037.5, 281
2076, 1038, 309
2077, 1038.5, 359
2078, 1039, 333
2079, 1039.5, 266
2080, 1040, 198
2081, 1040.5, 241
2082, 1041, 475
2083, 1041.5, 896
2084, 1042, 993
2085, 1042.5, 598
2086, 1043, 293
2087, 1043.5, 258
2088, 1044, 442
2089, 1044.5, 777
2090, 1045, 849
2091, 1045.5, 519
2092, 1046, 354
2093, 1046.5, 248
2094, 1047, 210
2095, 1047.5, 188
2096, 1048, 189
2097, 1048.5, 213
2098, 1049, 277
2099, 1049.5, 261
2100, 1050, 230
2101, 1050.5, 192
2102, 1051, 174
2103, 1051.5, 186
2104, 1052, 188
2105, 1052.5, 195
2106, 1053, 197
2107, 1053.5, 170
2108, 1054, 187
2109, 1054.5, 203
2110, 1055, 171
2111, 1055.5, 170
2112, 1056, 197
2113, 1056.5, 176
2114, 1057, 183
2115, 1057.5, 163
2116, 1058, 157
2117, 1058.5, 176
2118, 1059, 178
2119, 1059.5, 157
2120, 1060, 178
2121, 1060.5, 189
2122, 1061, 166
2123, 1061.5, 181
2124, 1062, 220
2125, 1062.5, 345
2126, 1063, 529
2127, 1063.5, 457
2128, 1064, 328
2129, 1064.5, 196
2130, 1065, 182
2131, 1065.5, 190
2132, 1066, 256
2133, 1066.5, 197
2134, 1067, 193
2135, 1067.5, 160
2136, 1068, 190
2137, 1068.5, 182
2138, 1069, 340
2139, 1069.5, 549
2140, 1070, 532
2141, 1070.5, 322
2142, 1071, 190
2143, 1071.5, 169
2144, 1072, 160
2145, 1072.5, 186
2146, 1073, 171
2147, 1073.5, 175
2148, 1074, 210
2149, 1074.5, 248
2150, 1075, 242
2151, 1075.5, 173
2152, 1076, 162
2153, 1076.5, 172
2154, 1077, 164
2155, 1077.5, 146
2156, 1078, 144
2157, 1078.5, 155
2158, 1079, 142
2159, 1079.5, 150
2160, 1080, 147
2161, 1080.5, 162
2162, 1081, 148
2163, 1081.5, 155
2164, 1082, 153
2165, 1082.5, 160
2166, 1083, 144
2167, 1083.5, 144
2168, 1084, 166
2169, 1084.5, 165
2170, 1085, 134
2171, 1085.5, 158
2172, 1086, 149
2173, 1086.5, 164
2174, 1087, 162
2175, 1087.5, 129
2176, 1088, 177
2177, 1088.5, 159
2178, 1089, 256
2179, 1089.5, 379
2180, 1090, 409
2181, 1090.5, 304
2182, 1091, 180
2183, 1091.5, 158
2184, 1092, 162
2185, 1092.5, 154
2186, 1093, 177
2187, 1093.5, 176
2188, 1094, 149
2189, 1094.5, 157
2190, 1095, 143
2191, 1095.5, 139
2192, 1096, 150
2193, 1096.5, 134
2194, 1097, 132
2195, 1097.5, 146
2196, 1098, 124
2197, 1098.5, 138
2198, 1099, 121
2199, 1099.5, 150
2200, 1100, 164
2201, 1100.5, 164
2202, 1101, 160
2203, 1101.5, 153
2204, 1102, 177
2205, 1102.5, 161
2206, 1103, 133
2207, 1103.5, 151
2208, 1104, 164
2209, 1104.5, 199
2210, 1105, 211
2211, 1105.5, 154
2212, 1106, 159
2213, 1106.5, 157
2214, 1107, 155
2215, 1107.5, 141
2216, 1108, 131
2217, 1108.5, 130
2218, 1109, 150
2219, 1109.5, 165
2220, 1110, 187
2221, 1110.5, 173
2222, 1111, 196
2223, 1111.5, 169
2224, 1112, 145
2225, 1112.5, 158
2226, 1113, 150
2227, 1113.5, 126
2228, 1114, 131
2229, 1114.5, 157
2230, 1115, 159
2231, 1115.5, 114
2232, 1116, 148
2233, 1116.5, 166
2234, 1117, 158
2235, 1117.5, 164
2236, 1118, 142
2237, 1118.5, 149
2238, 1119, 138
2239, 1119.5, 141
2240, 1120, 140
2241, 1120.5, 155
2242, 1121, 126
2243, 1121.5, 137
2244, 1122, 128
2245, 1122.5, 135
2246, 1123, 131
2247, 1123.5, 127
2248, 1124, 124
2249, 1124.5, 135
2250, 1125, 174
2251, 1125.5, 142
2252, 1126, 113
2253, 1126.5, 125
2254, 1127, 154
2255, 1127.5, 147
2256, 1128, 143
2257, 1128.5, 139
2258, 1129, 137
2259, 1129.5, 139
2260, 1130, 140
2261, 1130.5, 140
2262, 1131, 133
2263, 1131.5, 170
2264, 1132, 143
2265, 1132.5, 127
2266, 1133, 153
2267, 1133.5, 234
2268, 1134, 522
2269, 1134.5, 835
2270, 1135, 671
2271, 1135.5, 395
2272, 1136, 188
2273, 1136.5, 156
2274, 1137, 121
2275, 1137.5, 169
2276, 1138, 135
2277, 1138.5, 114
2278, 1139, 146
2279, 1139.5, 158
2280, 1140, 145
2281, 1140.5, 149
2282, 1141, 142
2283, 1141.5, 131
2284, 1142, 140
2285, 1142.5, 138
2286, 1143, 137
2287, 1143.5, 137
2288, 1144, 137
2289, 1144.5, 136
2290, 1145, 145
2291, 1145.5, 138
2292, 1146, 134
2293, 1146.5, 131
2294, 1147, 138
2295, 1147.5, 125
2296, 1148, 147
2297, 1148.5, 130
2298, 1149, 124
2299, 1149.5, 144
2300, 1150, 145
2301, 1150.5, 134
2302, 1151, 147
2303, 1151.5, 117
2304, 1152, 137
2305, 1152.5, 142
2306, 1153, 148
2307, 1153.5, 132
2308, 1154, 146
2309, 1154.5, 136
2310, 1155, 156
2311, 1155.5, 151
2312, 1156, 326
2313, 1156.5, 1066
2314, 1157, 2805
2315, 1157.5, 3920
2316, 1158, 2645
2317, 1158.5, 955
2318, 1159, 248
2319, 1159.5, 132
2320, 1160, 116
2321, 1160.5, 121
2322, 1161, 117
2323, 1161.5, 134
2324, 1162, 127
2325, 1162.5, 114
2326, 1163, 124
2327, 1163.5, 119
2328, 1164, 127
2329, 1164.5, 130
2330, 1165, 125
2331, 1165.5, 126
2332, 1166, 117
2333, 1166.5, 133
2334, 1167, 125
2335, 1167.5, 128
2336, 1168, 114
2337, 1168.5, 136
2338, 1169, 113
2339, 1169.5, 132
2340, 1170, 126
2341, 1170.5, 143
2342, 1171, 131
2343, 1171.5, 133
2344, 1172, 120
2345, 1172.5, 114
2346, 1173, 135
2347, 1173.5, 114
2348, 1174, 105
2349, 1174.5, 153
2350, 1175, 129
2351, 1175.5, 124
2352, 1176, 125
2353, 1176.5, 115
2354, 1177, 144
2355, 1177.5, 126
2356, 1178, 131
2357, 1178.5, 141
2358, 1179, 126
2359, 1179.5, 131
2360, 1180, 124
2361, 1180.5, 116
2362, 1181, 126
2363, 1181.5, 139
2364, 1182, 118
2365, 1182.5, 123
2366, 1183, 115
2367, 1183.5, 108
2368, 1184, 125
2369, 1184.5, 140
2370, 1185, 168
2371, 1185.5, 128
2372, 1186, 111
2373, 1186.5, 131
2374, 1187, 146
2375, 1187.5, 117
2376, 1188, 123
2377, 1188.5, 145
2378, 1189, 126
2379, 1189.5, 138
2380, 1190, 135
2381, 1190.5, 114
2382, 1191, 132
2383, 1191.5, 114
2384, 1192, 104
2385, 1192.5, 111
2386, 1193, 112
2387, 1193.5, 146
2388, 1194, 116
2389, 1194.5, 116
2390, 1195, 138
2391, 1195.5, 139
2392, 1196, 144
2393, 1196.5, 136
2394, 1197, 120
2395, 1197.5, 110
2396, 1198, 125
2397, 1198.5, 109
2398, 1199, 148
2399, 1199.5, 136
2400, 1200, 135
2401, 1200.5, 159
2402, 1201, 126
2403, 1201.5, 116
2404, 1202, 134
2405, 1202.5, 113
2406, 1203, 122
2407, 1203.5, 128
2408, 1204, 137
2409, 1204.5, 125
2410, 1205, 172
2411, 1205.5, 198
2412, 1206, 187
2413, 1206.5, 161
2414, 1207, 151
2415, 1207.5, 130
2416, 1208, 148
2417, 1208.5, 147
2418, 1209, 142
2419, 1209.5, 110
2420, 1210, 127
2421, 1210.5, 161
2422, 1211, 293
2423, 1211.5, 573
2424, 1212, 559
2425, 1212.5, 332
2426, 1213, 213
2427, 1213.5, 139
2428, 1214, 108
2429, 1214.5, 100
2430, 1215, 128
2431, 1215.5, 111
2432, 1216, 109
2433, 1216.5, 140
2434, 1217, 139
2435, 1217.5, 120
2436, 1218, 128
2437, 1218.5, 130
2438, 1219, 117
2439, 1219.5, 131
2440, 1220, 117
2441, 1220.5, 143
2442, 1221, 128
2443, 1221.5, 120
2444, 1222, 129
2445, 1222.5, 122
2446, 1223, 127
2447, 1223.5, 121
2448, 1224, 113
2449, 1224.5, 116
2450, 1225, 126
2451, 1225.5, 127
2452, 1226, 130
2453, 1226.5, 130
2454, 1227, 121
2455, 1227.5, 153
2456, 1228, 162
2457, 1228.5, 183
2458, 1229, 182
2459, 1229.5, 143
2460, 1230, 123
2461, 1230.5, 136
2462, 1231, 109
2463, 1231.5, 107
2464, 1232, 146
2465, 1232.5, 129
2466, 1233, 131
2467, 1233.5, 133
2468, 1234, 139
2469, 1234.5, 147
2470, 1235, 144
2471, 1235.5, 119
2472, 1236, 132
2473, 1236.5, 131
2474, 1237, 115
2475, 1237.5, 149
2476, 1238, 168
2477, 1238.5, 136
2478, 1239, 113
2479, 1239.5, 155
2480, 1240, 144
2481, 1240.5, 140
2482, 1241, 104
2483, 1241.5, 146
2484, 1242, 132
2485, 1242.5, 138
2486, 1243, 148
2487, 1243.5, 185
2488, 1244, 135
2489, 1244.5, 137
2490, 1245, 151
2491, 1245.5, 156
2492, 1246, 124
2493, 1246.5, 128
2494, 1247, 133
2495, 1247.5, 128
2496, 1248, 124
2497, 1248.5, 140
2498, 1249, 112
2499, 1249.5, 126
2500, 1250, 125
2501, 1250.5, 134
2502, 1251, 130
2503, 1251.5, 123
2504, 1252, 122
2505, 1252.5, 149
2506, 1253, 130
2507, 1253.5, 139
2508, 1254, 119
2509, 1254.5, 115
2510, 1255, 122
2511, 1255.5, 127
2512, 1256, 114
2513, 1256.5, 122
2514, 1257, 122
2515, 1257.5, 131
2516, 1258, 144
2517, 1258.5, 138
2518, 1259, 124
2519, 1259.5, 129
2520, 1260, 124
2521, 1260.5, 138
2522, 1261, 119
2523, 1261.5, 121
2524, 1262, 123
2525, 1262.5, 133
2526, 1263, 103
2527, 1263.5, 131
2528, 1264, 130
2529, 1264.5, 148
2530, 1265, 138
2531, 1265.5, 145
2532, 1266, 124
2533, 1266.5, 115
2534, 1267, 137
2535, 1267.5, 122
2536, 1268, 136
2537, 1268.5, 121
2538, 1269, 135
2539, 1269.5, 149
2540, 1270, 150
2541, 1270.5, 161
2542, 1271, 125
2543, 1271.5, 137
2544, 1272, 129
2545, 1272.5, 115
2546, 1273, 127
2547, 1273.5, 115
2548, 1274, 137
2549, 1274.5, 129
2550, 1275, 126
2551, 1275.5, 122
2552, 1276, 134
2553, 1276.5, 135
2554, 1277, 110
2555, 1277.5, 137
2556, 1278, 121
2557, 1278.5, 128
2558, 1279, 127
2559, 1279.5, 122
2560, 1280, 123
2561, 1280.5, 142
2562, 1281, 151
2563, 1281.5, 104
2564, 1282, 120
2565, 1282.5, 103
2566, 1283, 115
2567, 1283.5, 129
2568, 1284, 127
2569, 1284.5, 128
2570, 1285, 122
2571, 1285.5, 142
2572, 1286, 114
2573, 1286.5, 135
2574, 1287, 122
2575, 1287.5, 120
2576, 1288, 137
2577, 1288.5, 142
2578, 1289, 130
2579, 1289.5, 115
2580, 1290, 129
2581, 1290.5, 117
2582, 1291, 128
2583, 1291.5, 99
2584, 1292, 110
2585, 1292.5, 123
2586, 1293, 127
2587, 1293.5, 121
2588, 1294, 103
2589, 1294.5, 110
2590, 1295, 119
2591, 1295.5, 108
2592, 1296, 152
2593, 1296.5, 113
2594, 1297, 120
2595, 1297.5, 98
2596, 1298, 114
2597, 1298.5, 108
2598, 1299, 131
2599, 1299.5, 118
2600, 1300, 134
2601, 1300.5, 102
2602, 1301, 96
2603, 1301.5, 134
2604, 1302, 113
2605, 1302.5, 103
2606, 1303, 102
2607, 1303.5, 105
2608, 1304, 106
2609, 1304.5, 94
2610, 1305, 125
2611, 1305.5, 125
2612, 1306, 115
2613, 1306.5, 107
2614, 1307, 116
2615, 1307.5, 114
2616, 1308, 116
2617, 1308.5, 108
2618, 1309, 118
2619, 1309.5, 139
2620, 1310, 111
2621, 1310.5, 106
2622, 1311, 105
2623, 1311.5, 111
2624, 1312, 112
2625, 1312.5, 112
2626, 1313, 108
2627, 1313.5, 107
